,block,stimulus_block,stimulus_side,key_press,responses,rt,stimulus,stimulus_2,stimulus_block,stimulus_side,sub_block,subject,tags1,tags2,time_elapsed,trial_type
82,5,C,1,D,,1265.3,f42887_e_134 copy.png,f42887_e_178 copy.png,C,1,0,1,['C'],['D'],298801,bRMS
83,5,C,0,K,,1261.6,f42887_e_291 copy.png,f42887_e_122 copy.png,C,0,0,1,['C'],['D'],300524,bRMS
84,5,C,0,K,,1501.9,f42887_e_266 copy.png,f42887_e_241 copy.png,C,0,0,1,['C'],['D'],302493,bRMS
85,5,C,1,D,,1158.9,f42887_e_238 copy.png,f42887_e_103 copy.png,C,1,0,1,['C'],['D'],304112,bRMS
86,5,C,0,K,,1166.2,f42887_e_069 copy.png,f42887_e_028 copy.png,C,0,0,1,['C'],['D'],305742,bRMS
87,5,C,0,K,,1116.4,f42887_e_201 copy.png,f42887_e_278 copy.png,C,0,0,1,['C'],['D'],307321,bRMS
88,5,C,1,D,,1107.5,f42887_e_067 copy.png,f42887_e_096 copy.png,C,1,0,1,['C'],['D'],308900,bRMS
89,5,C,0,K,,990.5,f42887_e_240 copy.png,f42887_e_152 copy.png,C,0,0,1,['C'],['D'],310349,bRMS
90,5,C,0,K,,1250.1,f42887_e_273 copy.png,f42887_e_165 copy.png,C,0,0,1,['C'],['D'],312069,bRMS
91,5,C,1,D,,1117.7,f42887_e_021 copy.png,f42887_e_157 copy.png,C,1,0,1,['C'],['D'],313647,bRMS
92,5,C,1,D,,1436.1,f42887_e_068 copy.png,f42887_e_293 copy.png,C,1,0,1,['C'],['D'],315549,bRMS
93,5,C,0,K,,1063.9,f42887_e_197 copy.png,f42887_e_189 copy.png,C,0,0,1,['C'],['D'],317070,bRMS
94,5,C,0,K,,1477.4,f42887_e_024 copy.png,f42887_e_043 copy.png,C,0,0,1,['C'],['D'],319010,bRMS
95,5,C,1,D,,2538.9,f42887_e_179 copy.png,f42887_e_237 copy.png,C,1,0,1,['C'],['D'],322015,bRMS
96,5,C,1,D,,1213.3,f42887_e_265 copy.png,f42887_e_038 copy.png,C,1,0,1,['C'],['D'],323699,bRMS
97,6,C,1,D,,1367.8,f42887_e_021 copy.png,f42887_e_290 copy.png,C,1,0,1,['C'],['E'],325527,bRMS
98,6,C,0,K,,1334.9,f42887_e_210 copy.png,f42887_e_146 copy.png,C,0,0,1,['C'],['E'],327332,bRMS
99,6,C,1,D,,1303.2,f42887_e_179 copy.png,f42887_e_051 copy.png,C,1,0,1,['C'],['E'],329103,bRMS
100,6,C,1,D,,1311,f42887_e_291 copy.png,f42887_e_040 copy.png,C,1,0,1,['C'],['E'],330884,bRMS
101,6,C,0,K,,983.9,f42887_e_266 copy.png,f42887_e_099 copy.png,C,0,0,1,['C'],['E'],332331,bRMS
102,6,C,1,D,,1030.2,f42887_e_265 copy.png,f42887_e_000 copy.png,C,1,0,1,['C'],['E'],333824,bRMS
103,6,C,0,K,,1387.9,f42887_e_134 copy.png,f42887_e_213 copy.png,C,0,0,1,['C'],['E'],335679,bRMS
104,6,C,0,K,,1574.4,f42887_e_197 copy.png,f42887_e_285 copy.png,C,0,0,1,['C'],['E'],337709,bRMS
105,6,C,0,K,,1463.4,f42887_e_240 copy.png,f42887_e_209 copy.png,C,0,0,1,['C'],['E'],339639,bRMS
106,6,C,1,D,,1833.7,f42887_e_067 copy.png,f42887_e_051 copy.png,C,1,0,1,['C'],['E'],341943,bRMS
107,6,C,0,K,,1197.6,f42887_e_068 copy.png,f42887_e_209 copy.png,C,0,0,1,['C'],['E'],343604,bRMS
108,6,C,0,K,,1230.8,f42887_e_238 copy.png,f42887_e_146 copy.png,C,0,0,1,['C'],['E'],345299,bRMS
109,6,C,0,K,,857.3,f42887_e_176 copy.png,f42887_e_167 copy.png,C,0,0,1,['C'],['E'],346622,bRMS
110,6,C,0,K,,1070.8,f42887_e_201 copy.png,f42887_e_215 copy.png,C,0,0,1,['C'],['E'],348151,bRMS
111,6,C,1,D,,1271.7,f42887_e_212 copy.png,f42887_e_169 copy.png,C,1,0,1,['C'],['E'],349885,bRMS
112,6,C,0,K,,1214.9,f42887_e_069 copy.png,f42887_e_085 copy.png,C,0,0,1,['C'],['E'],351571,bRMS
113,6,C,1,D,,1278,f42887_e_273 copy.png,f42887_e_145 copy.png,C,1,0,1,['C'],['E'],353313,bRMS
114,6,C,1,D,,1314.2,f42887_e_024 copy.png,f42887_e_044 copy.png,C,1,0,1,['C'],['E'],355090,bRMS
115,7,D,0,K,,1845.2,f42887_e_096 copy.png,f42887_e_051 copy.png,D,0,0,1,['D'],['E'],357398,bRMS
116,7,D,0,K,,1404.9,f42887_e_293 copy.png,f42887_e_209 copy.png,D,0,0,1,['D'],['E'],359266,bRMS
117,7,D,0,K,,1226.1,f42887_e_157 copy.png,f42887_e_169 copy.png,D,0,0,1,['D'],['E'],360952,bRMS
118,7,D,1,D,,1297.4,f42887_e_043 copy.png,f42887_e_285 copy.png,D,1,0,1,['D'],['E'],362711,bRMS
119,7,D,0,K,,1791.8,f42887_e_237 copy.png,f42887_e_040 copy.png,D,0,0,1,['D'],['E'],364969,bRMS
120,7,D,0,K,,1127,f42887_e_122 copy.png,f42887_e_146 copy.png,D,0,0,1,['D'],['E'],366556,bRMS
121,7,D,0,K,,1123.9,f42887_e_165 copy.png,f42887_e_145 copy.png,D,0,0,1,['D'],['E'],368146,bRMS
122,7,D,0,K,,1255.9,f42887_e_241 copy.png,f42887_e_290 copy.png,D,0,0,1,['D'],['E'],369860,bRMS
123,7,D,1,D,,1184.9,f42887_e_189 copy.png,f42887_e_209 copy.png,D,1,0,1,['D'],['E'],371515,bRMS
124,7,D,1,D,,1339.2,f42887_e_038 copy.png,f42887_e_213 copy.png,D,1,0,1,['D'],['E'],373316,bRMS
125,7,D,1,D,,1458.9,f42887_e_218 copy.png,f42887_e_146 copy.png,D,1,0,1,['D'],['E'],375245,bRMS
126,7,D,1,D,,1212.1,f42887_e_103 copy.png,f42887_e_051 copy.png,D,1,0,1,['D'],['E'],376931,bRMS
127,7,D,0,K,,1255,f42887_e_152 copy.png,f42887_e_085 copy.png,D,0,0,1,['D'],['E'],378646,bRMS
128,7,D,0,K,,1111.4,f42887_e_178 copy.png,f42887_e_099 copy.png,D,0,0,1,['D'],['E'],380216,bRMS
129,7,D,0,K,,1189.2,f42887_e_296 copy.png,f42887_e_044 copy.png,D,0,0,1,['D'],['E'],381875,bRMS
130,7,D,1,D,,1014.1,f42887_e_028 copy.png,f42887_e_215 copy.png,D,1,0,1,['D'],['E'],383353,bRMS
131,7,D,0,K,,1064.8,f42887_e_278 copy.png,f42887_e_000 copy.png,D,0,0,1,['D'],['E'],384885,bRMS
132,,,,,,4686,,,,,,,,,389979,instructions
133,,,,,"{""Q0"":""Man"",""Q1"":""Right"",""Q2"":""No"",""Q3"":""No""}",24600,,,,,,,,,414580,survey-multi-choice
134,,,,,"{""Q0"":3,""Q1"":3}",10989,,,,,,,,,425569,survey-likert
135,,,,,"{""Q0"":2}",14052,,,,,,,,,439621,survey-likert
136,,,,,,18355,,,,,,,,,457976,instructions
0,,,,,,122492,,,,,,,,,122494,instructions
1,0,training,1,K,,2097.8,Training4.png,,training,1,0,1,,,124786,bRMS
2,0,training,1,D,,2069.3,Training5.png,,training,1,0,1,,,127369,bRMS
3,0,training,0,K,,1095.3,Training10.png,,training,0,0,1,,,128986,bRMS
4,0,training,0,K,,1349.8,Training2.png,,training,0,0,1,,,130823,bRMS
5,0,training,0,K,,1418.3,Training9.png,,training,0,0,1,,,132738,bRMS
6,0,training,1,D,,1962.4,Training1.png,,training,1,0,1,,,135223,bRMS
7,0,training,1,D,,1574.8,Training3.png,,training,1,0,1,,,137308,bRMS
8,0,training,1,D,,1841.3,Training7.png,,training,1,0,1,,,139644,bRMS
9,0,training,1,D,,1856.2,Training6.png,,training,1,0,1,,,142029,bRMS
10,0,training,0,K,,2098,Training8.png,,training,0,0,1,,,144631,bRMS
11,,,,,,7823,,,,,,,,,152868,instructions
12,1,A,1,K,,1666.4,f42887_e_064 copy.png,f42887_e_056 copy.png,A,1,0,1,['A'],['B'],154648,bRMS
13,1,A,1,D,,1304.1,f42887_e_058 copy.png,f42887_e_287 copy.png,A,1,0,1,['A'],['B'],156435,bRMS
14,1,A,1,K,,1268.8,f42887_e_005 copy.png,f42887_e_295 copy.png,A,1,0,1,['A'],['B'],158217,bRMS
15,1,A,1,K,,2016.4,f42887_e_025 copy.png,f42887_e_016 copy.png,A,1,0,1,['A'],['B'],160719,bRMS
16,1,A,1,D,,1572.9,f42887_e_156 copy.png,f42887_e_200 copy.png,A,1,0,1,['A'],['B'],162820,bRMS
17,1,A,1,K,,1446.1,f42887_e_058 copy.png,f42887_e_235 copy.png,A,1,0,1,['A'],['B'],164784,bRMS
18,1,A,1,D,,1230.3,f42887_e_298 copy.png,f42887_e_120 copy.png,A,1,0,1,['A'],['B'],166499,bRMS
19,1,A,0,K,,1413.6,f42887_e_121 copy.png,f42887_e_054 copy.png,A,0,0,1,['A'],['B'],168421,bRMS
20,1,A,1,D,,1116.7,f42887_e_156 copy.png,f42887_e_289 copy.png,A,1,0,1,['A'],['B'],170023,bRMS
21,1,A,1,D,,1787.8,f42887_e_064 copy.png,f42887_e_180 copy.png,A,1,0,1,['A'],['B'],172292,bRMS
22,1,A,0,K,,2226.5,f42887_e_025 copy.png,f42887_e_065 copy.png,A,0,0,1,['A'],['B'],175024,bRMS
23,1,A,0,K,,2265.5,f42887_e_252 copy.png,f42887_e_191 copy.png,A,0,0,1,['A'],['B'],177776,bRMS
24,1,A,1,K,,2443.9,f42887_e_127 copy.png,f42887_e_161 copy.png,A,1,0,1,['A'],['B'],180709,bRMS
25,1,A,1,D,,1458.3,f42887_e_298 copy.png,f42887_e_004 copy.png,A,1,0,1,['A'],['B'],182676,bRMS
26,1,A,0,K,,2290.1,f42887_e_121 copy.png,f42887_e_080 copy.png,A,0,0,1,['A'],['B'],185463,bRMS
27,1,A,0,K,,1855.6,f42887_e_252 copy.png,f42887_e_231 copy.png,A,0,0,1,['A'],['B'],187842,bRMS
28,1,A,1,K,,2181,f42887_e_127 copy.png,f42887_e_166 copy.png,A,1,0,1,['A'],['B'],190526,bRMS
29,3,B,0,K,,1965.4,f42887_e_065 copy.png,f42887_e_273 copy.png,B,0,0,1,['B'],['C'],192980,bRMS
30,3,B,0,K,,2094.9,f42887_e_235 copy.png,f42887_e_197 copy.png,B,0,0,1,['B'],['C'],195568,bRMS
31,3,B,0,K,,3755.5,f42887_e_200 copy.png,f42887_e_291 copy.png,B,0,0,1,['B'],['C'],199831,bRMS
32,3,B,1,K,,4125,f42887_e_166 copy.png,f42887_e_212 copy.png,B,1,0,1,['B'],['C'],204468,bRMS
33,3,B,1,K,,2389.3,f42887_e_231 copy.png,f42887_e_238 copy.png,B,1,0,1,['B'],['C'],207368,bRMS
34,3,B,0,K,,6689,f42887_e_180 copy.png,f42887_e_068 copy.png,B,0,0,1,['B'],['C'],214532,bRMS
35,3,B,0,D,,2463,f42887_e_004 copy.png,f42887_e_067 copy.png,B,0,0,1,['B'],['C'],217490,bRMS
36,3,B,0,K,,3650.1,f42887_e_056 copy.png,f42887_e_240 copy.png,B,0,0,1,['B'],['C'],221658,bRMS
37,3,B,1,K,,3804.7,f42887_e_287 copy.png,f42887_e_201 copy.png,B,1,0,1,['B'],['C'],225976,bRMS
38,3,B,1,-1,,-1,f42887_e_295 copy.png,f42887_e_266 copy.png,B,1,0,1,['B'],['C'],236431,bRMS
39,3,B,1,-1,,-1,f42887_e_191 copy.png,f42887_e_024 copy.png,B,1,0,1,['B'],['C'],246885,bRMS
40,3,B,1,K,,22329.4,f42887_e_295 copy.png,f42887_e_266 copy.png,B,1,0,1,['B'],['C'],248804,bRMS
41,3,B,1,D,,13550.5,f42887_e_191 copy.png,f42887_e_024 copy.png,B,1,0,1,['B'],['C'],250484,bRMS
42,3,B,1,D,,3144.3,f42887_e_016 copy.png,f42887_e_134 copy.png,B,1,0,1,['B'],['C'],252462,bRMS
43,3,B,1,D,,4187.9,f42887_e_120 copy.png,f42887_e_265 copy.png,B,1,0,1,['B'],['C'],255182,bRMS
44,3,B,0,D,,7253.8,f42887_e_080 copy.png,f42887_e_176 copy.png,B,0,0,1,['B'],['C'],260227,bRMS
45,3,B,0,D,,7792.6,f42887_e_289 copy.png,f42887_e_210 copy.png,B,0,0,1,['B'],['C'],263491,bRMS
46,3,B,1,D,,5419.9,f42887_e_054 copy.png,f42887_e_069 copy.png,B,1,0,1,['B'],['C'],266143,bRMS
47,2,A,0,D,,4942.1,f42887_e_025 copy.png,f42887_e_212 copy.png,A,0,0,1,['A'],['C'],268915,bRMS
48,2,A,0,D,,7085.4,f42887_e_064 copy.png,f42887_e_068 copy.png,A,0,0,1,['A'],['C'],273746,bRMS
49,2,A,0,D,,6920.2,f42887_e_025 copy.png,f42887_e_176 copy.png,A,0,0,1,['A'],['C'],276340,bRMS
50,2,A,0,D,,5061.2,f42887_e_127 copy.png,f42887_e_238 copy.png,A,0,0,1,['A'],['C'],279291,bRMS
51,2,A,0,K,,4752.9,f42887_e_058 copy.png,f42887_e_021 copy.png,A,0,0,1,['A'],['C'],281631,bRMS
52,2,A,0,K,,3486.3,f42887_e_252 copy.png,f42887_e_291 copy.png,A,0,0,1,['A'],['C'],283303,bRMS
53,2,A,0,D,,3138.1,f42887_e_058 copy.png,f42887_e_024 copy.png,A,0,0,1,['A'],['C'],285275,bRMS
54,2,A,1,D,,3104.6,f42887_e_298 copy.png,f42887_e_069 copy.png,A,1,0,1,['A'],['C'],286941,bRMS
55,2,A,1,K,,2644.5,f42887_e_298 copy.png,f42887_e_273 copy.png,A,1,0,1,['A'],['C'],288423,bRMS
56,2,A,0,D,,2701.8,f42887_e_121 copy.png,f42887_e_197 copy.png,A,0,0,1,['A'],['C'],290136,bRMS
57,2,A,1,K,,2998.4,f42887_e_064 copy.png,f42887_e_210 copy.png,A,1,0,1,['A'],['C'],291911,bRMS
58,2,A,0,K,,1966.7,f42887_e_127 copy.png,f42887_e_134 copy.png,A,0,0,1,['A'],['C'],292597,bRMS
59,2,A,0,K,,2078.3,f42887_e_156 copy.png,f42887_e_179 copy.png,A,0,0,1,['A'],['C'],294517,bRMS
60,2,A,0,K,,3361,f42887_e_156 copy.png,f42887_e_067 copy.png,A,0,0,1,['A'],['C'],296468,bRMS
61,2,A,0,D,,3216.8,f42887_e_005 copy.png,f42887_e_265 copy.png,A,0,0,1,['A'],['C'],298263,bRMS
62,2,A,1,D,,3310.2,f42887_e_252 copy.png,f42887_e_240 copy.png,A,1,0,1,['A'],['C'],300265,bRMS
63,2,A,1,K,,3011.7,f42887_e_121 copy.png,f42887_e_201 copy.png,A,1,0,1,['A'],['C'],301784,bRMS
64,4,B,0,D,,3022.2,f42887_e_191 copy.png,f42887_e_189 copy.png,B,0,0,1,['B'],['D'],303807,bRMS
65,4,B,1,K,,2931,f42887_e_166 copy.png,f42887_e_028 copy.png,B,1,0,1,['B'],['D'],305200,bRMS
66,4,B,0,D,,2222.8,f42887_e_004 copy.png,f42887_e_103 copy.png,B,0,0,1,['B'],['D'],306568,bRMS
67,4,B,1,K,,2453.3,f42887_e_289 copy.png,f42887_e_296 copy.png,B,1,0,1,['B'],['D'],308157,bRMS
68,4,B,0,K,,2998.5,f42887_e_287 copy.png,f42887_e_043 copy.png,B,0,0,1,['B'],['D'],310106,bRMS
69,4,B,0,K,,3110.8,f42887_e_054 copy.png,f42887_e_152 copy.png,B,0,0,1,['B'],['D'],311765,bRMS
70,4,B,0,K,,2711.3,f42887_e_180 copy.png,f42887_e_038 copy.png,B,0,0,1,['B'],['D'],313342,bRMS
71,4,B,0,D,,2958.2,f42887_e_231 copy.png,f42887_e_165 copy.png,B,0,0,1,['B'],['D'],315212,bRMS
72,4,B,1,D,,2800.6,f42887_e_295 copy.png,f42887_e_096 copy.png,B,1,0,1,['B'],['D'],316631,bRMS
73,4,B,1,D,,2265.9,f42887_e_016 copy.png,f42887_e_218 copy.png,B,1,0,1,['B'],['D'],318027,bRMS
74,4,B,1,D,,2098,f42887_e_080 copy.png,f42887_e_122 copy.png,B,1,0,1,['B'],['D'],319237,bRMS
75,4,B,1,D,,2365.6,f42887_e_065 copy.png,f42887_e_178 copy.png,B,1,0,1,['B'],['D'],320880,bRMS
76,4,B,1,D,,2490.8,f42887_e_200 copy.png,f42887_e_241 copy.png,B,1,0,1,['B'],['D'],322238,bRMS
77,4,B,1,K,,2622.4,f42887_e_120 copy.png,f42887_e_237 copy.png,B,1,0,1,['B'],['D'],323995,bRMS
78,4,B,0,K,,2906.6,f42887_e_056 copy.png,f42887_e_278 copy.png,B,0,0,1,['B'],['D'],325630,bRMS
79,4,B,0,K,,2652.6,f42887_e_161 copy.png,f42887_e_157 copy.png,B,0,0,1,['B'],['D'],327132,bRMS
80,4,B,0,D,,2822.2,f42887_e_235 copy.png,f42887_e_293 copy.png,B,0,0,1,['B'],['D'],328963,bRMS
81,5,C,1,K,,2959.6,f42887_e_134 copy.png,f42887_e_241 copy.png,C,1,0,1,['C'],['D'],330568,bRMS
82,5,C,0,K,,2444.1,f42887_e_273 copy.png,f42887_e_189 copy.png,C,0,0,1,['C'],['D'],331931,bRMS
83,5,C,0,D,,2228.2,f42887_e_069 copy.png,f42887_e_293 copy.png,C,0,0,1,['C'],['D'],333292,bRMS
84,5,C,1,D,,2622.8,f42887_e_197 copy.png,f42887_e_028 copy.png,C,1,0,1,['C'],['D'],335036,bRMS
85,5,C,1,K,,2685.7,f42887_e_024 copy.png,f42887_e_278 copy.png,C,1,0,1,['C'],['D'],336504,bRMS
86,5,C,0,K,,2472.8,f42887_e_201 copy.png,f42887_e_165 copy.png,C,0,0,1,['C'],['D'],338001,bRMS
87,5,C,0,D,,2667.6,f42887_e_021 copy.png,f42887_e_237 copy.png,C,0,0,1,['C'],['D'],339671,bRMS
88,5,C,1,D,,2682.1,f42887_e_212 copy.png,f42887_e_038 copy.png,C,1,0,1,['C'],['D'],341166,bRMS
89,5,C,1,K,,2433.6,f42887_e_179 copy.png,f42887_e_296 copy.png,C,1,0,1,['C'],['D'],342618,bRMS
90,5,C,0,D,,2600.7,f42887_e_068 copy.png,f42887_e_152 copy.png,C,0,0,1,['C'],['D'],344257,bRMS
91,5,C,1,D,,2692.7,f42887_e_210 copy.png,f42887_e_096 copy.png,C,1,0,1,['C'],['D'],345805,bRMS
92,5,C,1,D,,2763.9,f42887_e_176 copy.png,f42887_e_122 copy.png,C,1,0,1,['C'],['D'],347552,bRMS
93,5,C,0,K,,1149.5,f42887_e_265 copy.png,f42887_e_043 copy.png,C,0,0,1,['C'],['D'],349207,bRMS
94,5,C,1,D,,995.6,f42887_e_240 copy.png,f42887_e_218 copy.png,C,1,0,1,['C'],['D'],350709,bRMS
95,5,C,0,K,,1405.5,f42887_e_067 copy.png,f42887_e_157 copy.png,C,0,0,1,['C'],['D'],352598,bRMS
96,5,C,1,D,,1094.7,f42887_e_291 copy.png,f42887_e_103 copy.png,C,1,0,1,['C'],['D'],354203,bRMS
97,6,C,0,K,,1190.1,f42887_e_212 copy.png,f42887_e_000 copy.png,C,0,0,1,['C'],['E'],355879,bRMS
98,6,C,1,D,,878.4,f42887_e_067 copy.png,f42887_e_146 copy.png,C,1,0,1,['C'],['E'],357273,bRMS
99,6,C,1,D,,953.0999999,f42887_e_068 copy.png,f42887_e_146 copy.png,C,1,0,1,['C'],['E'],358718,bRMS
100,6,C,0,K,,980.3,f42887_e_265 copy.png,f42887_e_051 copy.png,C,0,0,1,['C'],['E'],360207,bRMS
101,6,C,1,D,,1194.8,f42887_e_273 copy.png,f42887_e_215 copy.png,C,1,0,1,['C'],['E'],361892,bRMS
102,6,C,1,D,,857.2,f42887_e_210 copy.png,f42887_e_285 copy.png,C,1,0,1,['C'],['E'],363242,bRMS
103,6,C,1,D,,1076.6,f42887_e_021 copy.png,f42887_e_167 copy.png,C,1,0,1,['C'],['E'],364845,bRMS
104,6,C,0,K,,1163.7,f42887_e_024 copy.png,f42887_e_290 copy.png,C,0,0,1,['C'],['E'],366511,bRMS
105,6,C,0,K,,1015.5,f42887_e_197 copy.png,f42887_e_044 copy.png,C,0,0,1,['C'],['E'],368034,bRMS
106,6,C,1,D,,959.9,f42887_e_266 copy.png,f42887_e_145 copy.png,C,1,0,1,['C'],['E'],369479,bRMS
107,6,C,1,D,,816.9,f42887_e_134 copy.png,f42887_e_213 copy.png,C,1,0,1,['C'],['E'],370809,bRMS
108,6,C,0,K,,2356,f42887_e_176 copy.png,f42887_e_099 copy.png,C,0,0,1,['C'],['E'],373666,bRMS
109,6,C,0,K,,324.4,f42887_e_238 copy.png,f42887_e_209 copy.png,C,0,0,1,['C'],['E'],374485,bRMS
110,6,C,1,D,,3257.3,f42887_e_179 copy.png,f42887_e_040 copy.png,C,1,0,1,['C'],['E'],378227,bRMS
111,6,C,1,D,,1262.5,f42887_e_240 copy.png,f42887_e_209 copy.png,C,1,0,1,['C'],['E'],379981,bRMS
112,6,C,1,D,,929.7,f42887_e_291 copy.png,f42887_e_169 copy.png,C,1,0,1,['C'],['E'],381412,bRMS
113,6,C,0,K,,1134.1,f42887_e_201 copy.png,f42887_e_051 copy.png,C,0,0,1,['C'],['E'],383035,bRMS
114,6,C,1,D,,1181.7,f42887_e_069 copy.png,f42887_e_085 copy.png,C,1,0,1,['C'],['E'],384705,bRMS
115,7,D,0,K,,1447,f42887_e_038 copy.png,f42887_e_215 copy.png,D,0,0,1,['D'],['E'],386675,bRMS
116,7,D,0,K,,1131.7,f42887_e_293 copy.png,f42887_e_167 copy.png,D,0,0,1,['D'],['E'],388304,bRMS
117,7,D,0,K,,860.0999999,f42887_e_178 copy.png,f42887_e_099 copy.png,D,0,0,1,['D'],['E'],389674,bRMS
118,7,D,1,D,,1186.5,f42887_e_218 copy.png,f42887_e_285 copy.png,D,1,0,1,['D'],['E'],391358,bRMS
119,7,D,1,D,,1097,f42887_e_237 copy.png,f42887_e_051 copy.png,D,1,0,1,['D'],['E'],392952,bRMS
120,7,D,1,D,,1073.3,f42887_e_165 copy.png,f42887_e_209 copy.png,D,1,0,1,['D'],['E'],394509,bRMS
121,7,D,0,K,,995.3,f42887_e_278 copy.png,f42887_e_000 copy.png,D,0,0,1,['D'],['E'],396001,bRMS
122,7,D,1,D,,1032.3,f42887_e_043 copy.png,f42887_e_085 copy.png,D,1,0,1,['D'],['E'],397559,bRMS
123,7,D,0,K,,875.7,f42887_e_296 copy.png,f42887_e_213 copy.png,D,0,0,1,['D'],['E'],398924,bRMS
124,7,D,1,D,,1005.6,f42887_e_241 copy.png,f42887_e_169 copy.png,D,1,0,1,['D'],['E'],400427,bRMS
125,7,D,0,K,,830.4,f42887_e_189 copy.png,f42887_e_209 copy.png,D,0,0,1,['D'],['E'],401745,bRMS
126,7,D,0,K,,1049.1,f42887_e_157 copy.png,f42887_e_146 copy.png,D,0,0,1,['D'],['E'],403299,bRMS
127,7,D,1,D,,879.9,f42887_e_028 copy.png,f42887_e_290 copy.png,D,1,0,1,['D'],['E'],404667,bRMS
128,7,D,0,K,,1053.4,f42887_e_152 copy.png,f42887_e_044 copy.png,D,0,0,1,['D'],['E'],406212,bRMS
129,7,D,0,K,,1164.2,f42887_e_096 copy.png,f42887_e_145 copy.png,D,0,0,1,['D'],['E'],407861,bRMS
130,7,D,0,K,,1115.1,f42887_e_122 copy.png,f42887_e_051 copy.png,D,0,0,1,['D'],['E'],409470,bRMS
131,7,D,1,D,,1100.2,f42887_e_103 copy.png,f42887_e_040 copy.png,D,1,0,1,['D'],['E'],411055,bRMS
132,,,,,,3547,,,,,,,,,415016,instructions
133,,,,,"{""Q0"":""Woman"",""Q1"":""Right"",""Q2"":""Yes"",""Q3"":""No""}",50722,,,,,,,,,465763,survey-multi-choice
134,,,,,"{""Q0"":3,""Q1"":3}",10544,,,,,,,,,476310,survey-likert
135,,,,,"{""Q0"":2}",9708,,,,,,,,,486020,survey-likert
136,,,,,,9106,,,,,,,,,495126,instructions
0,,,,,,63291,,,,,,,,,63292,instructions
1,0,training,0,K,,2202.6,Training5.png,,training,0,0,1,,,65663,bRMS
2,0,training,0,K,,1763.6,Training4.png,,training,0,0,1,,,67934,bRMS
3,0,training,1,D,,7231.8,Training9.png,,training,1,0,1,,,75689,bRMS
4,0,training,0,K,,3575.4,Training8.png,,training,0,0,1,,,79789,bRMS
5,0,training,0,K,,2254.4,Training1.png,,training,0,0,1,,,82545,bRMS
6,0,training,0,K,,1377.2,Training2.png,,training,0,0,1,,,84434,bRMS
7,0,training,1,D,,1478.2,Training7.png,,training,1,0,1,,,86425,bRMS
8,0,training,1,D,,1525.4,Training3.png,,training,1,0,1,,,88451,bRMS
9,0,training,1,D,,1067.8,Training6.png,,training,1,0,1,,,90027,bRMS
10,0,training,0,K,,1292.6,Training10.png,,training,0,0,1,,,91826,bRMS
11,,,,,,10696,,,,,,,,,102933,instructions
12,1,A,1,D,,2214.9,f42887_e_064 copy.png,f42887_e_289 copy.png,A,1,0,1,['A'],['B'],105250,bRMS
13,1,A,0,K,,1286.9,f42887_e_156 copy.png,f42887_e_231 copy.png,A,0,0,1,['A'],['B'],107042,bRMS
14,1,A,0,D,,1246,f42887_e_127 copy.png,f42887_e_295 copy.png,A,0,0,1,['A'],['B'],108792,bRMS
15,1,A,1,D,,1113.7,f42887_e_298 copy.png,f42887_e_161 copy.png,A,1,0,1,['A'],['B'],110425,bRMS
16,1,A,0,K,,1014.7,f42887_e_252 copy.png,f42887_e_180 copy.png,A,0,0,1,['A'],['B'],112038,bRMS
17,1,A,1,D,,951.3,f42887_e_025 copy.png,f42887_e_120 copy.png,A,1,0,1,['A'],['B'],113479,bRMS
18,1,A,0,K,,1353.2,f42887_e_005 copy.png,f42887_e_065 copy.png,A,0,0,1,['A'],['B'],115338,bRMS
19,1,A,0,K,,1115.8,f42887_e_058 copy.png,f42887_e_235 copy.png,A,0,0,1,['A'],['B'],116982,bRMS
20,1,A,1,D,,944.3000002,f42887_e_064 copy.png,f42887_e_191 copy.png,A,1,0,1,['A'],['B'],118427,bRMS
21,1,A,0,K,,850.3999999,f42887_e_121 copy.png,f42887_e_004 copy.png,A,0,0,1,['A'],['B'],119809,bRMS
22,1,A,0,K,,1149.8,f42887_e_156 copy.png,f42887_e_166 copy.png,A,0,0,1,['A'],['B'],121482,bRMS
23,1,A,0,D,,1899.3,f42887_e_121 copy.png,f42887_e_016 copy.png,A,0,0,1,['A'],['B'],123886,bRMS
24,1,A,1,K,,1608.7,f42887_e_127 copy.png,f42887_e_054 copy.png,A,1,0,1,['A'],['B'],126019,bRMS
25,1,A,1,D,,1349.3,f42887_e_298 copy.png,f42887_e_080 copy.png,A,1,0,1,['A'],['B'],127883,bRMS
26,1,A,1,K,,942,f42887_e_058 copy.png,f42887_e_287 copy.png,A,1,0,1,['A'],['B'],129330,bRMS
27,1,A,1,D,,960.3,f42887_e_025 copy.png,f42887_e_200 copy.png,A,1,0,1,['A'],['B'],130779,bRMS
28,1,A,0,K,,971.1000001,f42887_e_252 copy.png,f42887_e_056 copy.png,A,0,0,1,['A'],['B'],132264,bRMS
29,3,B,1,D,,1189.1,f42887_e_056 copy.png,f42887_e_024 copy.png,B,1,0,1,['B'],['C'],133962,bRMS
30,3,B,1,K,,1783.7,f42887_e_191 copy.png,f42887_e_265 copy.png,B,1,0,1,['B'],['C'],136318,bRMS
31,3,B,1,K,,1414,f42887_e_287 copy.png,f42887_e_068 copy.png,B,1,0,1,['B'],['C'],138243,bRMS
32,3,B,1,D,,1427.4,f42887_e_054 copy.png,f42887_e_266 copy.png,B,1,0,1,['B'],['C'],140194,bRMS
